time_utc,Bx,By,Bz,Babs
2022-03-02T12:29:50.747602542Z,0.1418924,6.144293,8.028954,10.11121
2022-03-02T12:29:50.810103417Z,0.2875459,6.974276,8.387329,10.91194
2022-03-02T12:29:50.872604292Z,0.5557635,7.381028,7.556318,10.57764
2022-03-02T12:29:50.935105167Z,1.133327,9.08822,6.251111,11.08858
2022-03-02T12:29:50.997606042Z,1.478382,11.14235,5.445884,12.4898
2022-03-02T12:29:51.060106917Z,1.410271,12.26932,5.059292,13.34622
2022-03-02T12:29:51.122607792Z,1.494585,13.40727,4.720961,14.29252
2022-03-02T12:29:51.185108667Z,1.694878,14.4691,5.113096,15.43927
2022-03-02T12:29:51.247609542Z,1.799599,15.03537,5.268947,16.03318
2022-03-02T12:29:51.310110417Z,1.931815,15.71489,4.721112,16.52206
2022-03-02T12:29:51.372611292Z,1.912723,16.43099,4.075707,17.03665
2022-03-02T12:29:51.435112167Z,1.744143,16.34194,3.775327,16.8628
2022-03-02T12:29:51.497613042Z,1.471891,15.44397,5.532989,16.47108
2022-03-02T12:29:51.560113917Z,1.46041,15.62783,7.063751,17.21216
2022-03-02T12:29:51.622614792Z,0.9504091,16.475,8.111315,18.3881
2022-03-02T12:29:51.685115667Z,0.7442096,17.41504,7.894872,19.13547
2022-03-02T12:29:51.747616542Z,0.8973817,18.30295,7.029448,19.62693
2022-03-02T12:29:51.810117417Z,0.4754329,19.19469,5.913425,20.09056
2022-03-02T12:29:51.872618292Z,0.08617768,20.03416,5.083962,20.66934
2022-03-02T12:29:51.935119167Z,0.2014296,20.43649,4.456042,20.91763
2022-03-02T12:29:51.997620042Z,0.3312996,20.45757,4.368673,20.92145
2022-03-02T12:29:52.060120917Z,0.5895981,20.35324,4.855643,20.93273
2022-03-02T12:29:52.122621792Z,0.8205447,20.48186,5.608234,21.25164
2022-03-02T12:29:52.185122667Z,0.5728502,21.03621,5.414408,21.72939
2022-03-02T12:29:52.247623542Z,0.2619033,21.37098,5.058583,21.96307
2022-03-02T12:29:52.310124417Z,0.2253475,21.68002,4.414754,22.1261
2022-03-02T12:29:52.372625292Z,0.4474603,21.98512,4.078855,22.36476
2022-03-02T12:29:52.435126167Z,0.5776048,21.85668,3.84343,22.19955
2022-03-02T12:29:52.497627042Z,0.4606551,21.80248,3.388976,22.0691
2022-03-02T12:29:52.560127917Z,0.1679304,22.05836,2.886446,22.24705
2022-03-02T12:29:52.622628792Z,-0.2253162,22.13543,2.248075,22.25044
2022-03-02T12:29:52.685129667Z,-0.4244764,22.45642,1.856148,22.53699
2022-03-02T12:29:52.747630542Z,-0.5558172,22.39145,1.541222,22.45131
2022-03-02T12:29:52.810131417Z,-0.6778028,22.44873,0.7068051,22.47008
2022-03-02T12:29:52.872632292Z,-0.7875872,22.48167,0.4882932,22.50076
2022-03-02T12:29:52.935133167Z,-0.8856657,22.25362,0.177565,22.27194
2022-03-02T12:29:52.997634042Z,-1.088271,22.2591,-0.3145056,22.28791
2022-03-02T12:29:53.060134917Z,-1.178601,22.2801,-0.7779598,22.32481
2022-03-02T12:29:53.122635792Z,-1.355524,22.55401,-1.447474,22.64102
2022-03-02T12:29:53.185136667Z,-1.514047,22.84702,-1.923597,22.97779
2022-03-02T12:29:53.247637542Z,-1.6729,22.91808,-2.543953,23.11944
2022-03-02T12:29:53.310138417Z,-1.853383,23.0301,-3.222749,23.32824
2022-03-02T12:29:53.372639292Z,-2.101374,23.01781,-4.111757,23.47641
2022-03-02T12:29:53.435140167Z,-2.361301,22.92445,-5.085657,23.60021
2022-03-02T12:29:53.497641042Z,-2.545496,22.74145,-5.856433,23.62099
2022-03-02T12:29:53.560141917Z,-2.775886,22.50039,-6.745044,23.65309
2022-03-02T12:29:53.622642792Z,-3.001557,22.06131,-7.808798,23.59424
2022-03-02T12:29:53.685143667Z,-3.242324,21.38812,-9.102342,23.46949
2022-03-02T12:29:53.747644542Z,-3.451494,20.92046,-10.31997,23.58135
2022-03-02T12:29:53.810145417Z,-3.678498,20.47281,-11.43054,23.73446
2022-03-02T12:29:53.872646292Z,-3.855457,19.82012,-12.37149,23.68027
2022-03-02T12:29:53.935147167Z,-3.964568,18.95078,-13.20499,23.43547
2022-03-02T12:29:53.997648042Z,-4.071759,17.98316,-14.03102,23.16987
2022-03-02T12:29:54.060148917Z,-4.171593,16.73784,-14.76872,22.70842
2022-03-02T12:29:54.122649792Z,-4.263472,15.46251,-15.42995,22.25646
2022-03-02T12:29:54.185150667Z,-4.373095,13.93222,-16.07753,21.71906
2022-03-02T12:29:54.247651542Z,-4.431323,12.53093,-16.84112,21.45423
2022-03-02T12:29:54.310152417Z,-4.453415,11.3121,-17.55908,21.35691
2022-03-02T12:29:54.372653292Z,-4.535567,10.05111,-18.36793,21.42375
2022-03-02T12:29:54.435154167Z,-4.768356,9.077669,-19.66739,22.17989
2022-03-02T12:29:54.497655042Z,-5.013051,8.234279,-20.55233,22.70093
2022-03-02T12:29:54.560155917Z,-4.944456,7.236244,-20.73341,22.50967
2022-03-02T12:29:54.622656792Z,-4.990811,5.964528,-20.85132,22.25447
2022-03-02T12:29:54.685157667Z,-4.998328,4.655184,-20.58549,21.68909
2022-03-02T12:29:54.747658542Z,-4.902708,3.33552,-19.99758,20.85822
2022-03-02T12:29:54.810159417Z,-4.855556,2.37834,-19.24603,19.99106
2022-03-02T12:29:54.872660292Z,-4.80446,1.133043,-18.68043,19.32162
2022-03-02T12:29:54.935161167Z,-4.823687,-0.831251,-18.71251,19.3421
2022-03-02T12:29:54.997662042Z,-4.888857,-1.697525,-18.73201,19.43375
2022-03-02T12:29:55.060162917Z,-4.855981,-2.552431,-18.28716,19.0923
2022-03-02T12:29:55.122663792Z,-4.773304,-3.405957,-17.00929,17.99169
2022-03-02T12:29:55.185164667Z,-4.622968,-4.110804,-15.5626,16.74709
2022-03-02T12:29:55.247665542Z,-4.425305,-5.207763,-13.55862,15.18355
2022-03-02T12:29:55.310166417Z,-3.969477,-6.47309,-11.62436,13.88465
2022-03-02T12:29:55.372667292Z,-3.647532,-7.178118,-10.24476,13.03016
2022-03-02T12:29:55.435168167Z,-3.619028,-7.124178,-9.975858,12.78159
2022-03-02T12:29:55.497669042Z,-3.503126,-6.44657,-10.08156,12.46868
2022-03-02T12:29:55.560169917Z,-3.084103,-5.583601,-11.10268,12.8046
2022-03-02T12:29:55.622670792Z,-3.517247,-5.747127,-12.52839,14.22536
2022-03-02T12:29:55.685171667Z,-3.663331,-5.077182,-14.28896,15.60039
2022-03-02T12:29:55.747672542Z,-3.666451,-3.625484,-15.75951,16.58159
2022-03-02T12:29:55.810173417Z,-4.08177,-0.7323323,-16.47532,16.98921
2022-03-02T12:29:55.872674292Z,-4.196549,4.522551,-15.75955,16.92418
2022-03-02T12:29:55.935175167Z,-3.916848,9.845011,-13.74065,17.35141
2022-03-02T12:29:55.997676042Z,-3.305606,15.13096,-9.439133,18.13754
2022-03-02T12:29:56.060176917Z,-2.55023,17.95018,-3.972194,18.56046
2022-03-02T12:29:56.122677792Z,-1.556737,16.96581,2.359891,17.19974
2022-03-02T12:29:56.185178667Z,-0.7946191,14.6702,9.682145,17.59517
2022-03-02T12:29:56.247679542Z,-0.3088904,10.37401,14.21642,17.60177
2022-03-02T12:29:56.310180417Z,0.506161,4.66497,15.67772,16.36487
2022-03-02T12:29:56.372681292Z,1.055364,-0.9768923,15.97396,16.03857
2022-03-02T12:29:56.435182167Z,0.9349841,-5.927797,16.03474,17.12092
2022-03-02T12:29:56.497683042Z,0.233133,-10.73044,14.96148,18.41311
2022-03-02T12:29:56.560183917Z,-0.4621827,-11.98499,12.54986,17.35951
2022-03-02T12:29:56.622684792Z,-0.7386882,-15.0435,8.386889,17.23927
2022-03-02T12:29:56.685185667Z,-1.082249,-14.59197,1.840798,14.74739
2022-03-02T12:29:56.747686542Z,-1.359636,-11.2981,-1.334925,11.45765
2022-03-02T12:29:56.810187417Z,-1.602863,-9.618147,-3.606797,10.39649
2022-03-02T12:29:56.872688292Z,-0.4352664,-6.95369,-3.781015,7.927126
2022-03-02T12:29:56.935189167Z,0.2603818,-6.626839,-1.536948,6.807716
2022-03-02T12:29:56.997690042Z,-2.285531,-7.810019,-1.504329,8.275449
2022-03-02T12:29:57.060190917Z,-4.149419,-5.482493,-2.959787,7.485703
2022-03-02T12:29:57.122691792Z,-3.080022,-2.873821,-1.867032,4.607731
2022-03-02T12:29:57.185192667Z,-2.157266,-1.069281,-0.5313399,2.46566
2022-03-02T12:29:57.247693542Z,-1.878948,-0.885538,0.889728,2.259699
2022-03-02T12:29:57.310194417Z,-1.910763,-3.340696,2.725239,4.715738
2022-03-02T12:29:57.372695292Z,-2.311857,-6.638729,2.384051,7.423012
2022-03-02T12:29:57.435196167Z,-1.509198,-8.075467,0.2809827,8.220085
2022-03-02T12:29:57.497697042Z,-0.1665581,-7.454821,-0.5096857,7.474081
2022-03-02T12:29:57.560197917Z,0.7054178,-7.38759,-0.2999712,7.427253
2022-03-02T12:29:57.622698792Z,1.074317,-7.33467,0.05896986,7.413166
2022-03-02T12:29:57.685199667Z,1.096226,-7.157166,0.24527,7.244784
2022-03-02T12:29:57.747700542Z,1.07897,-7.105671,0.5017261,7.204615
2022-03-02T12:29:57.810201417Z,0.6025252,-7.101807,0.7698953,7.168782
2022-03-02T12:29:57.872702292Z,-0.3534388,-7.533754,0.9341132,7.599667
2022-03-02T12:29:57.935203167Z,-1.887631,-7.744347,0.2571156,7.975223
2022-03-02T12:29:57.997704042Z,-3.394903,-7.14461,-1.355514,8.025475
2022-03-02T12:29:58.060204917Z,-4.236262,-5.144339,-2.880603,7.260029
2022-03-02T12:29:58.122705792Z,-4.320268,-2.82842,-3.717409,6.362688
2022-03-02T12:29:58.185206667Z,-4.075034,-0.8028359,-3.532924,5.452706
2022-03-02T12:29:58.247707542Z,-3.708884,0.5032411,-3.044571,4.824778
2022-03-02T12:29:58.310208417Z,-3.230776,1.256701,-2.550193,4.303567
2022-03-02T12:29:58.372709292Z,-2.645795,1.89119,-1.828268,3.730871
2022-03-02T12:29:58.435210167Z,-2.227575,2.342394,-0.9905401,3.380839
2022-03-02T12:29:58.497711042Z,-2.175848,2.538959,-0.182131,3.348702
2022-03-02T12:29:58.560211917Z,-2.199267,2.54382,0.6353936,3.42221
2022-03-02T12:29:58.622712792Z,-2.495345,2.417619,1.269876,3.699218
2022-03-02T12:29:58.685213667Z,-2.964036,1.658934,1.57126,3.742516
2022-03-02T12:29:58.747714542Z,-2.676603,0.7664962,1.551176,3.187141
2022-03-02T12:29:58.810215417Z,-1.886965,0.2533092,1.794089,2.616019
2022-03-02T12:29:58.872716292Z,-1.381137,-0.3389906,2.730071,3.078269
2022-03-02T12:29:58.935217167Z,-1.179067,-1.644837,4.203951,4.665714
2022-03-02T12:29:58.997718042Z,-0.828858,-3.308025,4.33455,5.515284
2022-03-02T12:29:59.060218917Z,-0.7061667,-3.877877,4.32943,5.854961
2022-03-02T12:29:59.122719792Z,-0.8681054,-4.534724,4.13787,6.199943
2022-03-02T12:29:59.185220667Z,-0.7965562,-5.544903,3.620962,6.670218
2022-03-02T12:29:59.247721542Z,-0.6406587,-6.085126,2.614726,6.654021
2022-03-02T12:29:59.310222417Z,-0.2771717,-6.115768,1.918649,6.415658
2022-03-02T12:29:59.372723292Z,0.3220251,-6.078523,1.439618,6.254969
2022-03-02T12:29:59.435224167Z,0.8728818,-5.607322,1.119609,5.784246
2022-03-02T12:29:59.497725042Z,1.129311,-5.056471,1.206482,5.319665
2022-03-02T12:29:59.560225917Z,1.118529,-4.852072,1.460816,5.18919
2022-03-02T12:29:59.622726792Z,1.261259,-4.467752,1.888063,5.011622
2022-03-02T12:29:59.685227667Z,1.25356,-4.148623,2.392927,4.950614
2022-03-02T12:29:59.747728542Z,1.030831,-4.337601,2.54187,5.132104
2022-03-02T12:29:59.810229417Z,0.8199145,-4.421934,2.432807,5.113151
2022-03-02T12:29:59.872730292Z,0.5574917,-4.073986,2.653504,4.893796
2022-03-02T12:29:59.935231167Z,0.164835,-3.799806,3.039503,4.868704
2022-03-02T12:29:59.997732042Z,-0.3544509,-3.811169,3.180317,4.976451
2022-03-02T12:30:00.060232917Z,-0.7703794,-3.824516,2.886567,4.85311
2022-03-02T12:30:00.122733792Z,-0.9201566,-3.522587,2.209116,4.25858
2022-03-02T12:30:00.185234667Z,-0.9843073,-3.268197,1.857395,3.885858
2022-03-02T12:30:00.247735542Z,-0.9226489,-2.751735,1.775754,3.402445
2022-03-02T12:30:00.310236417Z,-1.047769,-2.228054,2.027877,3.189722
2022-03-02T12:30:00.372737292Z,-1.398528,-2.290993,2.222477,3.484815
2022-03-02T12:30:00.435238167Z,-1.877952,-1.974108,2.099197,3.439539
2022-03-02T12:30:00.497739042Z,-2.614674,-1.772351,1.997656,3.737429
2022-03-02T12:30:00.560239917Z,-3.272515,-1.55851,1.720483,4.012277
2022-03-02T12:30:00.622740792Z,-3.699552,-1.785867,1.207762,4.281904
2022-03-02T12:30:00.685241667Z,-3.384942,-2.358655,0.7184716,4.187754
2022-03-02T12:30:00.747742542Z,-3.192315,-2.435659,0.8334305,4.100965
2022-03-02T12:30:00.810243417Z,-2.853244,-2.753586,0.6471656,4.017718
2022-03-02T12:30:00.872744292Z,-2.120787,-3.07762,0.5700507,3.780798
2022-03-02T12:30:00.935245167Z,-1.657923,-3.112827,1.0751,3.687037
2022-03-02T12:30:00.997746042Z,-1.732631,-3.004949,1.551721,3.799943
2022-03-02T12:30:01.060246917Z,-1.898085,-3.138241,1.813682,4.091544
2022-03-02T12:30:01.122747792Z,-2.147984,-3.44317,2.018979,4.532718
2022-03-02T12:30:01.185248667Z,-2.617456,-3.780126,2.039911,5.030077
2022-03-02T12:30:01.247749542Z,-2.958003,-3.953204,2.031724,5.339054
2022-03-02T12:30:01.310250417Z,-3.460859,-4.28752,2.015903,5.867217
2022-03-02T12:30:01.372751292Z,-3.7758,-4.462204,1.391919,6.008774
2022-03-02T12:30:01.435252167Z,-3.731667,-4.372416,0.8138231,5.805658
2022-03-02T12:30:01.497753042Z,-3.859534,-4.466192,0.5290375,5.926445
2022-03-02T12:30:01.560253917Z,-3.915058,-4.522687,0.3827386,5.99407
2022-03-02T12:30:01.622754792Z,-3.802711,-4.465676,0.103036,5.866301
2022-03-02T12:30:01.685255667Z,-3.583693,-4.109481,-0.1535976,5.454748
2022-03-02T12:30:01.747756542Z,-3.440793,-4.050161,-0.4130754,5.330431
2022-03-02T12:30:01.810257417Z,-3.511299,-4.162137,-0.7043936,5.49079
2022-03-02T12:30:01.872758292Z,-3.501578,-3.802996,-1.093084,5.283811
2022-03-02T12:30:01.935259167Z,-3.45398,-3.363482,-1.462642,5.038086
2022-03-02T12:30:01.997760042Z,-3.209872,-3.068037,-1.24345,4.611106
2022-03-02T12:30:02.060260917Z,-2.915061,-2.745817,-0.2017923,4.009715
2022-03-02T12:30:02.122761792Z,-2.828641,-2.655059,0.9800856,4.001389
2022-03-02T12:30:02.185262667Z,-2.775156,-2.679985,1.722252,4.224921
2022-03-02T12:30:02.247763542Z,-2.806727,-2.968952,2.147309,4.615553
2022-03-02T12:30:02.310264417Z,-3.586358,-3.56658,2.251037,5.53621
2022-03-02T12:30:02.372765292Z,-4.572722,-4.110433,1.817991,6.41175
2022-03-02T12:30:02.435266167Z,-5.671866,-4.155816,0.04021998,7.031535
2022-03-02T12:30:02.497767042Z,-6.156813,-3.424773,-2.265699,7.400595
2022-03-02T12:30:02.560267917Z,-5.768992,-2.117222,-3.921525,7.289874
2022-03-02T12:30:02.622768792Z,-5.137265,-0.8969238,-3.827814,6.469013
2022-03-02T12:30:02.685269667Z,-5.225732,0.04430176,-2.922123,5.987407
2022-03-02T12:30:02.747770542Z,-5.237923,1.158053,-1.550974,5.584125
2022-03-02T12:30:02.810271417Z,-5.171065,1.726006,0.1594824,5.453847
2022-03-02T12:30:02.872772292Z,-5.749495,1.122291,1.274042,5.994949
2022-03-02T12:30:02.935273167Z,-5.926201,-1.057781,0.7184039,6.062579
2022-03-02T12:30:02.997774042Z,-4.434936,-2.32561,0.3117234,5.017398
2022-03-02T12:30:03.060274917Z,-3.676737,-2.573511,0.6965796,4.541649
2022-03-02T12:30:03.122775792Z,-3.380715,-2.679011,0.8963916,4.405662
2022-03-02T12:30:03.185276667Z,-3.460826,-2.697409,1.404442,4.607145
2022-03-02T12:30:03.247777542Z,-3.539432,-2.732991,1.811563,4.824788
2022-03-02T12:30:03.310278417Z,-3.696648,-2.814686,2.003631,5.059862
2022-03-02T12:30:03.372779292Z,-4.097735,-2.802033,1.961521,5.337639
2022-03-02T12:30:03.435280167Z,-4.581589,-2.705711,1.718326,5.591464
2022-03-02T12:30:03.497781042Z,-5.004883,-2.73326,1.248515,5.837667
2022-03-02T12:30:03.560281917Z,-5.289376,-2.89413,0.6950802,6.069318
2022-03-02T12:30:03.622782792Z,-5.324496,-3.160972,-0.1337876,6.193537
2022-03-02T12:30:03.685283667Z,-5.149576,-3.339006,-0.9496514,6.210389
2022-03-02T12:30:03.747784542Z,-4.643756,-3.063099,-1.192713,5.68943
2022-03-02T12:30:03.810285417Z,-4.192793,-2.848129,-1.089964,5.184532
2022-03-02T12:30:03.872786292Z,-3.902173,-3.005746,-1.33335,5.10287
2022-03-02T12:30:03.935287167Z,-3.738973,-3.217607,-0.8525264,5.005968
2022-03-02T12:30:03.997788042Z,-3.595928,-3.224947,-0.3633426,4.843863
2022-03-02T12:30:04.060288917Z,-3.422511,-3.324908,0.2125911,4.776378
2022-03-02T12:30:04.122789792Z,-3.020516,-3.472068,0.800739,4.671184
2022-03-02T12:30:04.185290667Z,-2.814317,-3.495239,1.454817,4.717369
2022-03-02T12:30:04.247791542Z,-2.917257,-3.156427,2.062268,4.767218
2022-03-02T12:30:04.310292417Z,-3.197641,-2.6327,1.968781,4.586079
2022-03-02T12:30:04.372793292Z,-3.572855,-2.504771,1.889947,4.75511
2022-03-02T12:30:04.435294167Z,-3.894196,-2.58872,2.146164,5.14512
2022-03-02T12:30:04.497795042Z,-3.972449,-2.629939,1.764159,5.080274
2022-03-02T12:30:04.560295917Z,-3.646146,-2.533576,1.254623,4.613834
2022-03-02T12:30:04.622796792Z,-3.306663,-1.975646,0.9195606,3.96015
2022-03-02T12:30:04.685297667Z,-3.290743,-1.221093,1.240369,3.722711
2022-03-02T12:30:04.747798542Z,-3.231117,-1.149678,1.503134,3.7445
2022-03-02T12:30:04.810299417Z,-2.968546,-1.212063,1.776149,3.665524
2022-03-02T12:30:04.872800292Z,-2.789632,-0.7529978,2.287194,3.685147
2022-03-02T12:30:04.935301167Z,-2.958511,-0.4352629,2.46212,3.873536
2022-03-02T12:30:04.997802042Z,-3.004016,-0.3196674,2.665079,4.028517
2022-03-02T12:30:05.060302917Z,-2.980907,-0.4288005,2.717434,4.056368
2022-03-02T12:30:05.122803792Z,-2.861579,-0.637192,2.741024,4.01346
2022-03-02T12:30:05.185304667Z,-2.756337,-0.7402387,2.79631,3.995585
2022-03-02T12:30:05.247805542Z,-2.671046,-0.5430778,2.79186,3.901782
2022-03-02T12:30:05.310306417Z,-2.852859,-0.4301501,2.643992,3.913378
2022-03-02T12:30:05.372807292Z,-2.900366,-0.5406973,2.516758,3.877956
2022-03-02T12:30:05.435308167Z,-2.857112,-0.6605489,2.743058,4.015443
2022-03-02T12:30:05.497809042Z,-2.844789,-0.4856238,2.753984,3.989121
2022-03-02T12:30:05.560309917Z,-2.893501,-0.2658325,2.516207,3.843737
2022-03-02T12:30:05.622810792Z,-3.095254,-0.190262,2.666085,4.089597
2022-03-02T12:30:05.685311667Z,-3.270508,-0.686376,2.903247,4.426757
2022-03-02T12:30:05.747812542Z,-3.066156,-1.382093,2.897561,4.439297
2022-03-02T12:30:05.810313417Z,-2.586876,-1.725539,3.091922,4.385133
2022-03-02T12:30:05.872814292Z,-2.109066,-1.970068,3.431726,4.48398
2022-03-02T12:30:05.935315167Z,-1.7403,-1.967075,3.741799,4.571552
2022-03-02T12:30:05.997816042Z,-1.551302,-1.66814,3.961061,4.56938
2022-03-02T12:30:06.060316917Z,-1.565761,-1.410939,4.224214,4.72084
2022-03-02T12:30:06.122817792Z,-1.636808,-1.102349,4.363023,4.788558
2022-03-02T12:30:06.185318667Z,-2.009018,-0.9865484,4.170263,4.732919
2022-03-02T12:30:06.247819542Z,-2.307516,-0.7509851,4.029135,4.70346
2022-03-02T12:30:06.310320417Z,-2.590242,-0.9520222,4.0055,4.864127
2022-03-02T12:30:06.372821292Z,-2.696918,-1.326687,3.888314,4.914515
2022-03-02T12:30:06.435322167Z,-2.315366,-1.756182,3.681328,4.690125
2022-03-02T12:30:06.497823042Z,-1.835248,-2.073234,3.718001,4.635727
2022-03-02T12:30:06.560323917Z,-1.483982,-2.062673,3.957972,4.703441
2022-03-02T12:30:06.622824792Z,-1.36571,-2.001967,4.210451,4.858079
2022-03-02T12:30:06.685325667Z,-1.206104,-1.846404,4.41797,4.93785
2022-03-02T12:30:06.747826542Z,-1.183226,-1.606201,4.67909,5.086628
2022-03-02T12:30:06.810327417Z,-1.455425,-1.54556,4.837859,5.283171
2022-03-02T12:30:06.872828292Z,-1.725287,-1.466087,4.82021,5.325453
2022-03-02T12:30:06.935329167Z,-1.812461,-1.309308,4.811165,5.305337
2022-03-02T12:30:06.997830042Z,-2.053864,-1.548351,4.914013,5.546464
2022-03-02T12:30:07.060330917Z,-2.088183,-1.87324,4.801122,5.560603
2022-03-02T12:30:07.122831792Z,-2.120311,-2.039279,4.679732,5.527592
2022-03-02T12:30:07.185332667Z,-2.027099,-2.43143,4.577571,5.565531
2022-03-02T12:30:07.247833542Z,-1.701914,-2.787607,4.607314,5.647531
2022-03-02T12:30:07.310334417Z,-1.255617,-3.177265,4.964171,6.026158
2022-03-02T12:30:07.372835292Z,-0.822522,-3.345611,5.094929,6.150444
2022-03-02T12:30:07.435336167Z,-0.8001914,-3.170682,5.395255,6.308907
2022-03-02T12:30:07.497837042Z,-1.153478,-3.054449,5.614594,6.494908
2022-03-02T12:30:07.560337917Z,-1.304198,-3.249525,5.288542,6.342635
2022-03-02T12:30:07.622838792Z,-1.209031,-3.360028,4.998816,6.143265
2022-03-02T12:30:07.685339667Z,-1.01473,-3.355637,4.876853,6.006136
2022-03-02T12:30:07.747840542Z,-0.8931878,-3.150208,4.930417,5.918666
2022-03-02T12:30:07.810341417Z,-1.104698,-3.035283,4.943624,5.905313
2022-03-02T12:30:07.872842292Z,-1.121858,-3.094033,4.96523,5.956939
2022-03-02T12:30:07.935343167Z,-1.287007,-3.465303,5.239541,6.412292
2022-03-02T12:30:07.997844042Z,-1.09097,-4.066801,4.93857,6.489881
2022-03-02T12:30:08.060344917Z,-0.4677301,-3.992038,4.736251,6.211861
2022-03-02T12:30:08.122845792Z,-0.1278201,-3.518258,5.065576,6.168836
2022-03-02T12:30:08.185346667Z,-0.04034657,-3.053854,5.488984,6.281448
2022-03-02T12:30:08.247847542Z,-0.2837968,-2.647009,5.766597,6.351444
2022-03-02T12:30:08.310348417Z,-0.7677896,-2.798885,5.94426,6.614944
2022-03-02T12:30:08.372849292Z,-1.05262,-2.997482,5.552257,6.396911
2022-03-02T12:30:08.435350167Z,-1.101836,-2.724614,5.218402,5.989097
2022-03-02T12:30:08.497851042Z,-1.242964,-2.547249,5.306756,6.016236
2022-03-02T12:30:08.560351917Z,-1.607403,-2.535756,4.949809,5.789163
2022-03-02T12:30:08.622852792Z,-1.946438,-2.753908,4.655095,5.748264
2022-03-02T12:30:08.685353667Z,-2.150214,-3.076273,4.351372,5.746417
2022-03-02T12:30:08.747854542Z,-2.159725,-3.414352,4.331692,5.923324
2022-03-02T12:30:08.810355417Z,-1.990718,-3.702586,4.35115,6.050174
2022-03-02T12:30:08.872856292Z,-1.729119,-3.869273,4.565002,6.228994
2022-03-02T12:30:08.935357167Z,-1.488396,-3.954969,4.586423,6.236375
2022-03-02T12:30:08.997858042Z,-1.504724,-3.480151,4.405841,5.812666
2022-03-02T12:30:09.060358917Z,-1.901088,-2.879575,4.370656,5.568547
2022-03-02T12:30:09.122859792Z,-2.316407,-2.857652,4.01634,5.446366
2022-03-02T12:30:09.185360667Z,-2.488048,-3.013807,3.633873,5.336521
2022-03-02T12:30:09.247861542Z,-2.667878,-3.188649,3.656285,5.536558
2022-03-02T12:30:09.310362417Z,-2.7569,-3.612488,3.461297,5.712368
2022-03-02T12:30:09.372863292Z,-2.423906,-3.941923,3.063195,5.549526
2022-03-02T12:30:09.435364167Z,-1.842514,-4.119434,3.106755,5.478734
2022-03-02T12:30:09.497865042Z,-1.358065,-4.288904,3.426213,5.654907
2022-03-02T12:30:09.560365917Z,-0.8118658,-4.427664,3.640862,5.789578
2022-03-02T12:30:09.622866792Z,-0.4670873,-3.959476,3.746098,5.470728
2022-03-02T12:30:09.685367667Z,-0.653693,-3.325909,4.105024,5.323552
2022-03-02T12:30:09.747868542Z,-1.269902,-3.246686,4.126873,5.402286
2022-03-02T12:30:09.810369417Z,-1.901311,-3.306107,3.978186,5.511015
2022-03-02T12:30:09.872870292Z,-2.222049,-3.565191,3.873164,5.713973
2022-03-02T12:30:09.935371167Z,-2.36585,-4.010016,3.819715,6.022268
2022-03-02T12:30:09.997872042Z,-2.096541,-4.196808,3.577513,5.89977
2022-03-02T12:30:10.060372917Z,-1.944393,-3.824101,3.751556,5.698999
2022-03-02T12:30:10.122873792Z,-2.170597,-3.432934,3.888058,5.62259
2022-03-02T12:30:10.185374667Z,-2.714631,-3.035634,3.85509,5.607675
2022-03-02T12:30:10.247875542Z,-3.226429,-2.911105,3.612051,5.650778
2022-03-02T12:30:10.310376417Z,-3.369893,-2.99231,3.246577,5.554309
2022-03-02T12:30:10.372877292Z,-3.427601,-2.768969,3.024488,5.344452
2022-03-02T12:30:10.435378167Z,-3.396896,-2.537155,2.846305,5.106615
2022-03-02T12:30:10.497879042Z,-3.377216,-2.242217,2.768805,4.909114
2022-03-02T12:30:10.560379917Z,-3.589406,-1.92532,2.736508,4.907053
2022-03-02T12:30:10.622880792Z,-3.972311,-1.756467,2.667063,5.096828
2022-03-02T12:30:10.685381667Z,-4.093598,-1.938935,2.532145,5.189293
2022-03-02T12:30:10.747882542Z,-3.787164,-2.212031,2.689297,5.144707
2022-03-02T12:30:10.810383417Z,-3.355247,-2.634685,3.046817,5.24236
2022-03-02T12:30:10.872884292Z,-2.644934,-3.19389,3.312933,5.307742
2022-03-02T12:30:10.935385167Z,-2.031207,-3.293802,3.707443,5.35911
2022-03-02T12:30:10.997886042Z,-1.611736,-3.33286,4.007228,5.455595
2022-03-02T12:30:11.060386917Z,-1.445982,-3.355456,4.408251,5.725612
2022-03-02T12:30:11.122887792Z,-1.503049,-3.419789,4.723257,6.021899
2022-03-02T12:30:11.185388667Z,-1.675376,-3.739201,4.59657,6.157676
2022-03-02T12:30:11.247889542Z,-1.673864,-3.751556,4.357406,5.988571
2022-03-02T12:30:11.310390417Z,-1.580515,-3.814634,4.302432,5.963252
2022-03-02T12:30:11.372891292Z,-1.381688,-3.85404,4.22853,5.885844
2022-03-02T12:30:11.435392167Z,-1.216274,-3.796112,4.382868,5.924468
2022-03-02T12:30:11.497893042Z,-1.429847,-3.731014,4.613371,6.103124
2022-03-02T12:30:11.560393917Z,-1.604585,-3.766658,4.555053,6.124615
2022-03-02T12:30:11.622894792Z,-1.75723,-3.817728,4.39822,6.083358
2022-03-02T12:30:11.685395667Z,-2.006637,-3.716752,4.138152,5.913133
2022-03-02T12:30:11.747896542Z,-2.036936,-3.62885,3.879603,5.689375
2022-03-02T12:30:11.810397417Z,-2.044655,-3.472558,3.708228,5.476333
2022-03-02T12:30:11.872898292Z,-2.0336,-3.41121,3.59083,5.354058
